Run # 19
P: vx=-54.64879, vy=-44.86525, vz=-70.71506
P1: vx=-80.41076, vy=-50.74539, vz=30.96797
P2: vx=-57.40216, vy=26.09353, vz=-77.61520
P3: vx=-65.90885, vy=22.58238, vz=-71.73604
P4: vx=16.04436, vy=81.98866, vz=54.95852
P5: vx=29.06346, vy=62.25549, vz=72.66064
P6: vx=52.93494, vy=7.63941, vz=-84.49575
P7: vx=-70.37164, vy=70.81096, vz=-5.80005
P8: vx=-47.23956, vy=5.60201, vz=87.96045
P9: vx=24.57201, vy=-66.78093, vz=70.26040
P10: vx=-78.37728, vy=-9.47974, vz=-61.37700
P11: vx=-87.98268, vy=5.38551, vz=-47.22335
P12: vx=64.15952, vy=44.44404, vz=62.51626
P13: vx=-46.65443, vy=84.62203, vz=25.73863
P14: vx=-93.91839, vy=3.04261, vz=34.20640
P15: vx=-78.94727, vy=-61.11553, vz=-5.67620
P16: vx=-59.33968, vy=43.25106, vz=67.88335
P17: vx=-20.58874, vy=-84.67606, vz=49.05170
P18: vx=79.80622, vy=-40.71506, vz=-44.42130
P19: vx=50.48871, vy=85.95605, vz=-7.90234
N_tot=  28        t=  0.000000  dt=  1000000.000000  cpu=  0.000000 [s]  t/tmax=  0.00%N_tot=  28        t=  315360000000000.000000  dt=  1000000.000000  cpu=  4333.702698 [s]  t/tmax=  5.00%N_tot=  28        t=  630720000000000.000000  dt=  1000000.000000  cpu=  4332.832354 [s]  t/tmax= 10.00%N_tot=  28        t=  946080000000000.000000  dt=  1000000.000000  cpu=  4332.371437 [s]  t/tmax= 15.00%N_tot=  28        t=  1261440000000000.000000  dt=  1000000.000000  cpu=  4332.312719 [s]  t/tmax= 20.00%N_tot=  28        t=  1576800000000000.000000  dt=  1000000.000000  cpu=  4331.283780 [s]  t/tmax= 25.00%N_tot=  28        t=  1892160000000000.000000  dt=  1000000.000000  cpu=  4332.827916 [s]  t/tmax= 30.00%N_tot=  28        t=  2207520000000000.000000  dt=  1000000.000000  cpu=  4331.241968 [s]  t/tmax= 35.00%N_tot=  28        t=  2522880000000000.000000  dt=  1000000.000000  cpu=  4331.550034 [s]  t/tmax= 40.00%N_tot=  28        t=  2838240000000000.000000  dt=  1000000.000000  cpu=  4331.292839 [s]  t/tmax= 45.00%
