Run # 11
P: vx=91.17608, vy=5.66709, vz=-40.67931
P1: vx=0.81679, vy=93.76754, vz=-34.74164
P2: vx=-11.77966, vy=-63.79843, vz=76.09862
P3: vx=-19.06344, vy=-84.44091, vz=-50.06313
P4: vx=-23.79133, vy=-93.47383, vz=-26.39349
P5: vx=3.51791, vy=95.59881, vz=-29.12890
P6: vx=22.12525, vy=65.10142, vz=-72.61046
P7: vx=44.69033, vy=-50.05792, vz=-74.14162
P8: vx=-13.11481, vy=65.90964, vz=74.05350
P9: vx=-76.10560, vy=-11.15919, vz=63.90156
P10: vx=-87.38710, vy=-37.40228, vz=-31.05743
P11: vx=-1.80120, vy=71.28698, vz=-70.10651
P12: vx=86.33111, vy=-40.44488, vz=-30.18527
P13: vx=71.07641, vy=67.54399, vz=-19.64569
P14: vx=76.59630, vy=-64.12903, vz=-4.52490
P15: vx=-74.65113, vy=56.82384, vz=-34.61590
P16: vx=41.42320, vy=-60.80522, vz=-67.72624
P17: vx=65.73664, vy=71.36736, vz=-24.19491
P18: vx=70.85264, vy=-8.21102, vz=-70.08910
P19: vx=98.91980, vy=8.69292, vz=-11.80283
N_tot=  28        t=  0.000000  dt=  1000000.000000  cpu=  0.000000 [s]  t/tmax=  0.00%N_tot=  28        t=  315360000000000.000000  dt=  1000000.000000  cpu=  4334.810943 [s]  t/tmax=  5.00%N_tot=  28        t=  630720000000000.000000  dt=  1000000.000000  cpu=  4334.972595 [s]  t/tmax= 10.00%N_tot=  28        t=  946080000000000.000000  dt=  1000000.000000  cpu=  4335.183445 [s]  t/tmax= 15.00%N_tot=  28        t=  1261440000000000.000000  dt=  1000000.000000  cpu=  4335.507987 [s]  t/tmax= 20.00%N_tot=  28        t=  1576800000000000.000000  dt=  1000000.000000  cpu=  4337.011231 [s]  t/tmax= 25.00%N_tot=  28        t=  1892160000000000.000000  dt=  1000000.000000  cpu=  4336.565424 [s]  t/tmax= 30.00%N_tot=  28        t=  2207520000000000.000000  dt=  1000000.000000  cpu=  4335.489821 [s]  t/tmax= 35.00%N_tot=  28        t=  2522880000000000.000000  dt=  1000000.000000  cpu=  4334.905776 [s]  t/tmax= 40.00%N_tot=  28        t=  2838240000000000.000000  dt=  1000000.000000  cpu=  4324.338643 [s]  t/tmax= 45.00%
