Run # 4
P: vx=65.62200, vy=-57.67411, vz=-48.65645
P1: vx=-60.21522, vy=-71.71008, vz=-35.09689
P2: vx=-22.81272, vy=43.82886, vz=-86.94027
P3: vx=-44.26972, vy=1.59899, vz=-89.65286
P4: vx=15.19669, vy=36.58172, vz=91.81960
P5: vx=-36.15103, vy=32.55238, vz=-87.36959
P6: vx=41.93095, vy=-75.83932, vz=-49.90182
P7: vx=-57.45421, vy=41.90193, vz=70.30819
P8: vx=-46.58300, vy=-48.35529, vz=-74.10661
P9: vx=59.20623, vy=-64.92899, vz=47.73729
P10: vx=65.44927, vy=-54.11654, vz=52.79956
P11: vx=-66.90217, vy=-6.28566, vz=-74.05802
P12: vx=-19.91377, vy=90.00893, vz=38.75350
P13: vx=23.66724, vy=-66.73276, vz=-70.61587
P14: vx=46.67861, vy=53.54381, vz=70.38585
P15: vx=32.44377, vy=-94.47139, vz=4.74963
P16: vx=47.27069, vy=81.25792, vz=34.09740
P17: vx=65.41276, vy=72.35199, vz=-22.05355
P18: vx=72.47378, vy=-49.10750, vz=48.33223
P19: vx=-52.50539, vy=59.86711, vz=60.49060
N_tot=  28        t=  0.000000  dt=  1000000.000000  cpu=  0.000000 [s]  t/tmax=  0.00%N_tot=  28        t=  315360000000000.000000  dt=  1000000.000000  cpu=  4335.245365 [s]  t/tmax=  5.00%N_tot=  28        t=  630720000000000.000000  dt=  1000000.000000  cpu=  4335.311621 [s]  t/tmax= 10.00%N_tot=  28        t=  946080000000000.000000  dt=  1000000.000000  cpu=  4298.971774 [s]  t/tmax= 15.00%N_tot=  28        t=  1261440000000000.000000  dt=  1000000.000000  cpu=  4297.302303 [s]  t/tmax= 20.00%N_tot=  28        t=  1576800000000000.000000  dt=  1000000.000000  cpu=  4298.693305 [s]  t/tmax= 25.00%N_tot=  28        t=  1892160000000000.000000  dt=  1000000.000000  cpu=  4311.899720 [s]  t/tmax= 30.00%N_tot=  28        t=  2207520000000000.000000  dt=  1000000.000000  cpu=  4310.948712 [s]  t/tmax= 35.00%N_tot=  28        t=  2522880000000000.000000  dt=  1000000.000000  cpu=  4304.591046 [s]  t/tmax= 40.00%N_tot=  28        t=  2838240000000000.000000  dt=  1000000.000000  cpu=  4290.552461 [s]  t/tmax= 45.00%N_tot=  28        t=  3153600000000000.000000  dt=  1000000.000000  cpu=  4290.517049 [s]  t/tmax= 50.00%
