Run # 1
P: vx=74.76602, vy=-23.21239, vz=62.21919
P1: vx=50.44592, vy=69.58158, vz=-51.12350
P2: vx=-42.76212, vy=69.60953, vz=-57.67074
P3: vx=38.13263, vy=-15.97018, vz=91.05414
P4: vx=-28.63511, vy=2.83796, vz=95.77043
P5: vx=85.15903, vy=27.76842, vz=44.46183
P6: vx=-58.61552, vy=17.49465, vz=-79.10852
P7: vx=-47.72567, vy=-67.33752, vz=56.46166
P8: vx=-66.72575, vy=-19.25184, vz=-71.95166
P9: vx=-56.38521, vy=71.91359, vz=-40.60966
P10: vx=3.61680, vy=94.83956, vz=31.50200
P11: vx=-82.50760, vy=55.64150, vz=9.82445
P12: vx=-1.24279, vy=91.56279, vz=-40.18347
P13: vx=70.72658, vy=6.97080, vz=70.35026
P14: vx=-21.76143, vy=85.39764, vz=-47.26186
P15: vx=-27.30165, vy=56.94248, vz=77.53821
P16: vx=-69.10003, vy=72.16478, vz=4.17502
P17: vx=-76.50887, vy=-56.88779, vz=30.16906
P18: vx=64.58632, vy=-25.00931, vz=-72.13280
P19: vx=-73.79439, vy=-6.50318, vz=-67.17214
N_tot=  28        t=  0.000000  dt=  1000000.000000  cpu=  0.000000 [s]  t/tmax=  0.00%N_tot=  28        t=  315360000000000.000000  dt=  1000000.000000  cpu=  4333.894967 [s]  t/tmax=  5.00%N_tot=  28        t=  630720000000000.000000  dt=  1000000.000000  cpu=  4333.263303 [s]  t/tmax= 10.00%N_tot=  28        t=  946080000000000.000000  dt=  1000000.000000  cpu=  4310.638290 [s]  t/tmax= 15.00%N_tot=  28        t=  1261440000000000.000000  dt=  1000000.000000  cpu=  4308.245592 [s]  t/tmax= 20.00%N_tot=  28        t=  1576800000000000.000000  dt=  1000000.000000  cpu=  4307.701038 [s]  t/tmax= 25.00%N_tot=  28        t=  1892160000000000.000000  dt=  1000000.000000  cpu=  4306.780747 [s]  t/tmax= 30.00%N_tot=  28        t=  2207520000000000.000000  dt=  1000000.000000  cpu=  4306.555102 [s]  t/tmax= 35.00%N_tot=  28        t=  2522880000000000.000000  dt=  1000000.000000  cpu=  4306.232124 [s]  t/tmax= 40.00%N_tot=  28        t=  2838240000000000.000000  dt=  1000000.000000  cpu=  4307.642483 [s]  t/tmax= 45.00%N_tot=  28        t=  3153600000000000.000000  dt=  1000000.000000  cpu=  4307.664443 [s]  t/tmax= 50.00%
