10.0400_0	2.2234726523829251	0.1542751000000000	0.0468162350000000
10.3800_0	2.2168938487791401	0.1569802600000000	0.1083003550000000
10.3900_0	2.2139234763098714	0.1268227850000000	0.0992518150000000
10.4200_0	2.2217647997422918	0.1451376900000000	0.0804747900000000
10.7600_0	2.2126534770927928	0.1590023050000000	0.0899034850000000
10.8800_0	2.2183428973501527	0.1460051850000000	0.0531609050000000
10.8800_1	2.1961328191682363	0.1497262250000000	0.0620092150000000
10.9200_0	2.2198314963016372	0.1499510750000000	0.1086909450000000
11.1900_0	2.2128761050114840	0.1593623550000000	0.0945358450000000
11.3800_1	2.1769327724316794	0.1414793450000000	0.1101495000000000
11.5300_0	2.2157792751229146	0.1085647950000000	0.0540702100000000
11.6400_0	2.2199288087801823	0.1277759250000000	0.1091053400000000
11.7600_0	2.2196648875445133	0.1643641000000000	0.0649518800000000
11.8200_1	2.1891163385812744	0.1311677600000000	0.0966818300000000
11.8700_0	2.2211540174845883	0.1407912400000000	0.0722051300000000
12.1600_0	2.2211361401261560	0.1536882950000000	0.1023985100000000
12.1600_1	2.1961054859671085	0.1659533500000000	0.1086938600000000
12.3100_0	2.2148131747459097	0.1276108600000000	0.0708578050000000
12.6200_0	2.2176029592013284	0.1295434650000000	0.1099659400000000
12.6400_0	2.2110296209509790	0.1378291150000000	0.0957447850000000
12.8900_0	2.2126471829717835	0.1902728050000000	0.1059515150000000
13.0600_0	2.2236190657239252	0.1628230100000000	0.0754228150000000
13.2100_0	2.2154060076868713	0.1464317500000000	0.0512780450000000
13.2101_0	2.2119340855136400	0.1833005900000000	0.1058796150000000
13.3200_1	2.1909085769065375	0.1474230900000000	0.0823770600000000
13.9800_0	2.2114413814522549	0.1195557450000000	0.0623019300000000
14.1600_1	2.1887386001833149	0.1381504550000000	0.0912955100000000
147.4900_0	2.2007087972538013	0.1468320000000000	0.0918712000000000
15.4300_0	2.2174667890836233	0.1533299050000000	0.0936201500000000
16.3900_0	2.2167825238690160	0.1464952600000000	0.0901088750000000
16.4200_0	2.2110725086945355	0.1708750100000000	0.0863145800000000
16.7800_0	2.2147541400152910	0.1309107850000000	0.0982396250000000
16.7800_1	2.2713109812443122	0.2173992000000000	0.1045187650000000
19.1500_0	2.2171523417615471	0.1741490850000000	0.0543790300000000
27.7100_0	2.2084733388543061	0.1389367500000000	0.0784181850000000
35.4700_0	2.2300788165712069	0.1655623700000000	0.1292138300000000
35.4700_1	2.1945315466861013	0.1426532750000000	0.0717903700000000
36.2800_1	2.1948061105723164	0.1349422900000000	0.0569129500000000
40.8400_0	2.2554126367191598	0.1640802000000000	0.1141755550000000
5.0032_0	2.2435623989452904	0.1518772650000000	0.0796443300000000
5.0040_0	2.2311147119166979	0.1367186850000000	0.0712830300000000
5.0071_0	2.2291732999946965	0.1215050350000000	0.1026932000000000
5.0100_0	2.2411969123896589	0.1306888300000000	0.0671219000000000
50.1400_0	2.2041585223429228	0.1521319750000000	0.0598599050000000
5.0140_0	2.2437965626112035	0.1614519200000000	0.0999843850000000
5.0180_0	2.2412138326907787	0.1406777950000000	0.1002044700000000
5.0181_0	2.2393283409822109	0.1577178100000000	0.0895448050000000
5.0183_0	2.2358785462937734	0.1705445000000000	0.1032944400000000
5.0260_0	2.2274388660496633	0.0528284550000000	0.0703259900000000
5.0290_0	2.1891590222867667	0.1509609700000000	0.1088164850000000
5.0302_0	2.2437110607569166	0.1087627800000000	0.0762971250000000
5.0310_0	2.2348195159602904	0.1028387400000000	0.0991283550000000
5.0310_1	2.1740832564213064	0.1354254900000000	0.0925674050000000
5.0341_1	2.2256127284460248	0.1868106150000000	0.0475026000000000
5.0370_0	2.2346647105678010	0.1392183150000000	0.1002831300000000
5.0400_0	2.2387099754208415	0.1525840950000000	0.0977958450000000
5.0401_0	2.2413737626469716	0.1471906550000000	0.0954953750000000
5.0401_1	2.1948947943455615	0.1517379750000000	0.0899898850000000
5.0410_0	2.2340233347642839	0.1479517700000000	0.0919615150000000
5.0450_0	2.2316749189151031	0.1006507200000000	0.0949739600000000
5.0501_0	2.2412291058209535	0.1462722100000000	0.1247713400000000
5.0540_0	2.2325851155724372	0.1549609450000000	0.1078181050000000
5.0600_0	2.2446663158247713	0.1531311750000000	0.1089516700000000
5.0620_0	2.2383884963033149	0.1468417100000000	0.0595413300000000
5.0700_0	2.2359221892857968	0.1536429050000000	0.0828579350000000
5.0800_0	2.2360454530420757	0.1361605600000000	0.0870159800000000
5.0801_0	2.2332057480432441	0.1414426250000000	0.0930613450000000
5.0920_0	2.2344867767898022	0.1423859600000000	0.1175841250000000
5.1000_0	2.2323297245096811	0.1415140900000000	0.0824226400000000
5.1020_0	2.2317615497550007	0.1514102450000000	0.1088778150000000
5.1030_0	2.2211134643183734	0.1301652250000000	0.1322137000000000
5.1170_0	2.2420416899995237	0.1834534950000000	0.0868703900000000
5.1180_0	2.2405319382577118	0.1256367150000000	0.0741379150000000
5.1210_0	2.2421490064527183	0.1237958650000000	0.0975774350000000
5.1210_1	2.3365027898460173	0.2577939200000000	0.1862020300000000
5.1310_0	2.2367306090499941	0.1569101650000000	0.0915215200000000
5.1330_0	2.2288558800407281	0.0918708850000000	0.0902425050000000
5.1340_0	2.2400768906603887	0.1171389350000000	0.0842678850000000
5.1400_0	2.2380565517281363	0.1362761600000000	0.1256011950000000
5.1401_1	2.1666496496064305	0.1565127650000000	0.0696859650000000
5.1440_0	2.2305363365147772	0.1332151950000000	0.0738256650000000
5.1441_0	2.2417095742618072	0.1314525100000000	0.0845291150000000
5.1500_0	2.3644432347349871	0.2422660500000000	0.1237172050000000
5.1500_1	2.1676829210963438	0.1390205100000000	0.0870965950000000
5.1650_0	2.2347807395121784	0.1556393200000000	0.1051139000000000
5.1690_0	2.2376176399170897	0.1478949800000000	0.0844574150000000
5.1700_0	2.2442029713300546	0.1641278400000000	0.0804803250000000
5.1701_0	2.2380210900660327	0.1576072200000000	0.1077496900000000
5.1800_0	2.2453646515110512	0.1613525450000000	0.0904594800000000
5.1830_0	2.2324925035192886	0.1412222600000000	0.0930511100000000
5.1900_0	2.2358103130991660	0.1382550350000000	0.0976401450000000
5.1901_0	2.2158936859465244	0.0603133400000000	0.0837950550000000
5.2002_0	2.3200494458426184	0.2304356750000000	0.1729431550000000
5.2002_1	2.2912591666453590	0.1993008450000000	0.0551042050000000
5.2004_0	2.2359822330534569	0.1581690300000000	0.1268707250000000
5.2007_0	2.2339320489915790	0.1613821450000000	0.0911687050000000
5.2008_0	2.2394092757216812	0.1511480450000000	0.0847322200000000
5.2020_0	2.2404505003859843	0.1604330950000000	0.0888034350000000
5.2100_0	2.2338649814094884	0.1431344900000000	0.0922460300000000
